"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.021388804E0,6.278168559E-1,9.786644936E0,1.459322691E0
2.026285158E0,6.182455420E-1,9.688538551E0,1.411466241E0
2.031181460E0,6.541379094E-1,9.628718376E0,1.210469127E0
2.036077762E0,7.378866673E-1,9.466006279E0,1.062114120E0
2.040974116E0,8.288139701E-1,9.293423653E0,9.230313301E-1
2.045870418E0,8.790631890E-1,9.111569405E0,9.254241586E-1
2.050766720E0,9.628120065E-1,9.068498611E0,8.512466550E-1
2.055663074E0,9.843474030E-1,9.104391098E0,7.651050687E-1
2.060577554E0,1.022632599E0,9.269495964E0,5.138586760E-1
2.065455679E0,9.005986452E-1,9.281459808E0,8.368897438E-1
2.070352033E0,8.527421951E-1,9.501898766E0,1.153041363E0
2.075248335E0,6.708876491E-1,9.803394318E0,1.631905079E0
2.080147918E0,4.552344978E-1,1.003101158E1,2.076970100E0
2.085040991E0,4.648058116E-1,1.023679447E1,2.283051968E0
2.089940626E0,5.656034350E-1,1.024397278E1,2.539083958E0
2.094833595E0,7.091727853E-1,1.027029419E1,2.673381090E0
2.099733335E0,7.689933777E-1,1.035643578E1,2.833700180E0
2.104626251E0,8.192426562E-1,1.042343426E1,2.891128063E0
2.109522554E0,9.771689177E-1,1.038275623E1,2.948555708E0
2.114418908E0,1.195214868E0,1.029182911E1,2.879163742E0
2.119315210E0,1.403390527E0,1.028465080E1,2.740380049E0
2.124211564E0,1.601994753E0,1.033729267E1,2.586940289E0
2.129107866E0,1.690828323E0,1.037797070E1,2.450549603E0
2.134004168E0,1.750648856E0,1.026550865E1,2.519941330E0
2.138900470E0,1.772184253E0,1.024158001E1,2.565404892E0
2.143796824E0,1.798505306E0,1.042104149E1,2.359622240E0
2.148693126E0,1.796112537E0,1.047129059E1,2.201695919E0
2.153589481E0,1.834397674E0,1.035882854E1,2.076970100E0
2.158485783E0,1.793719649E0,1.027268696E1,2.117947102E0
2.163382085E0,1.769791484E0,1.021047306E1,2.280659199E0
2.168278439E0,1.793719649E0,1.008365345E1,2.515155792E0
2.173174741E0,1.803290963E0,1.002383327E1,2.551048040E0
2.178071043E0,1.765005827E0,9.932606697E0,2.488834620E0
2.182967397E0,1.695613980E0,9.824930191E0,2.321336985E0
2.187863699E0,1.499103427E0,9.585647583E0,2.536691189E0
2.192760001E0,1.374676585E0,9.331708908E0,2.795415163E0
2.197656356E0,1.429711580E0,9.214461327E0,2.769093990E0
2.202552658E0,1.503889084E0,9.082855225E0,2.445763826E0
2.207449012E0,1.508674622E0,8.991928101E0,1.940579176E0
2.212345314E0,1.587637782E0,8.979964256E0,1.377966762E0
2.217241616E0,1.659721613E0,9.046963692E0,9.804590940E-1
2.222137970E0,1.743470430E0,9.090034485E0,9.182456732E-1
2.227034272E0,1.815255046E0,9.168996811E0,1.021436214E0
2.231948751E0,2.054537296E0,9.504291534E0,1.007079244E0
2.236826929E0,2.377867460E0,9.971191406E0,7.818548083E-1
2.241723231E0,2.511865616E0,1.048086262E1,9.373882413E-1
2.246619533E0,2.487937450E0,1.066301632E1,2.156232357E0
2.251515887E0,2.452044964E0,1.052423191E1,4.112065792E0
2.256412189E0,2.392224550E0,1.047607708E1,4.880460739E0
2.261326720E0,2.179263115E0,1.105783176E1,4.272384644E0
2.266204845E0,1.966002941E0,1.101715374E1,4.392324924E0
2.271119376E0,2.001895189E0,1.070369434E1,4.361218452E0
2.275997501E0,2.270190477E0,1.036122131E1,4.047459602E0
2.280893804E0,2.236690998E0,1.015543842E1,3.396312714E0
2.285790106E0,2.013859272E0,9.956833839E0,2.716451883E0
2.290704637E0,1.774577141E0,9.604789734E0,2.311765671E0
2.295582762E0,1.424925923E0,9.073284149E0,2.196910381E0
2.300479116E0,9.795617461E-1,8.563314438E0,2.189731836E0
2.305375418E0,4.480560422E-1,8.082057953E0,2.134696960E0
2.310289949E0,-5.204389244E-2,7.598408222E0,2.026720762E0
2.315168074E0,-3.921238184E-1,7.011867523E0,1.988435626E0
2.320064376E0,-5.380859971E-1,6.468397617E0,2.132304192E0
2.324960731E0,-6.460621357E-1,5.994319916E0,2.206481695E0
2.329857033E0,-7.441678643E-1,5.594718456E0,2.285444736E0
2.334753387E0,-7.178468108E-1,5.259424210E0,2.431406975E0
2.339747241E0,-7.561319470E-1,5.072783947E0,2.608475685E0
2.344545939E0,-8.374879360E-1,5.103890896E0,2.848057270E0
2.349442345E0,-1.036092162E0,5.630610943E0,3.005983353E0
2.354338647E0,-1.040877819E0,6.446862221E0,2.869592667E0
2.359235001E0,-6.723831892E-1,7.306483746E0,2.433799744E0
2.364131304E0,-2.093719877E-2,7.799704552E0,1.775474429E0
2.369027606E0,5.967101455E-1,7.979166031E0,1.243968725E0
2.373923960E0,9.532406926E-1,8.077271461E0,8.991031051E-1
2.378820262E0,1.154536963E0,8.309675217E0,7.579265833E-1
2.383716616E0,1.295713425E0,8.699705124E0,7.914260626E-1
2.388710470E0,1.369890928E0,9.176176071E0,9.110672474E-1
2.393509220E0,1.295713425E0,9.662218094E0,1.131505966E0
2.398405574E0,1.204786181E0,9.990333557E0,1.452144265E0
2.403301876E0,1.233500123E0,1.021525860E1,1.758724689E0
2.408198231E0,1.314856052E0,1.028465080E1,1.945364833E0
2.413094533E0,1.396211982E0,1.031575775E1,1.976471543E0
2.417990887E0,1.599601984E0,1.026311588E1,1.890329838E0
2.422887189E0,1.841576099E0,1.007886791E1,1.756331801E0
2.427783543E0,1.992323995E0,9.887143135E0,1.737189293E0
2.432679845E0,2.152642965E0,9.736394882E0,1.765903115E0
2.437576199E0,2.193620205E0,9.652647018E0,1.667797327E0
2.442472501E0,2.236690998E0,9.552147865E0,1.476072431E0
2.447368804E0,2.306082726E0,9.458827972E0,1.234397411E0
2.452265158E0,2.387438774E0,9.379565239E0,1.069292665E0
2.457161460E0,2.411366940E0,9.319745064E0,1.098006487E0
2.462057814E0,2.301297188E0,9.295816422E0,1.224826097E0
2.466954116E0,2.179263115E0,9.331708908E0,1.320538998E0
2.471850470E0,2.033001900E0,9.300602913E0,1.366002679E0
2.476746772E0,1.918146491E0,9.377172470E0,1.351645708E0
2.481643126E0,1.877468467E0,9.413364410E0,1.358824134E0
2.486539429E0,1.834397674E0,9.381958008E0,1.411466241E0
2.491435731E0,1.729113460E0,9.338887215E0,1.591227055E0
2.496332085E0,1.523031592E0,9.326923370E0,1.715653777E0
2.501228387E0,1.329213023E0,9.334101677E0,1.722832322E0
2.506124741E0,1.295713425E0,9.338887215E0,1.677368641E0
2.511021043E0,1.278963685E0,9.394221306E0,1.631905079E0
2.515917397E0,1.298106313E0,9.454042435E0,1.703689694E0
2.520831876E0,1.434497118E0,9.276674271E0,1.926222205E0
2.525710054E0,1.650150299E0,9.216854095E0,2.318944216E0
2.530606356E0,1.525424480E0,9.336494446E0,2.661117792E0
2.535502710E0,1.338784218E0,9.851250648E0,2.898306370E0
2.540417189E0,1.362712502E0,1.025115108E1,3.202194929E0
2.545295366E0,1.551745534E0,1.023918724E1,3.465704441E0
2.550191668E0,1.657328725E0,1.020808029E1,3.492025614E0
2.555088022E0,1.858325839E0,1.034925747E1,3.489632607E0
2.559984324E0,2.140678883E0,1.002622604E1,3.518346548E0
2.564880626E0,2.035394669E0,9.207282066E0,3.503989697E0
2.569776981E0,1.647757530E0,9.147461891E0,3.539881945E0
2.574673283E0,1.570888042E0,9.257532120E0,3.750450373E0
2.579569637E0,1.501496196E0,9.219246864E0,3.930211306E0
2.584465939E0,1.410568953E0,9.054141998E0,3.923032761E0
2.589459793E0,1.369890928E0,8.862715721E0,3.824927092E0
2.594258543E0,1.381855130E0,8.737990379E0,3.609273911E0
2.599154949E0,1.444068432E0,8.757132530E0,3.300599813E0
2.604051251E0,1.546959877E0,8.793025017E0,3.082553864E0
2.608947606E0,1.582852125E0,8.773882866E0,2.821736097E0
2.613843908E0,1.760220170E0,8.908179283E0,2.598904610E0
2.618740262E0,2.191227436E0,8.910572052E0,2.352443695E0
2.623636564E0,2.330011129E0,8.836395264E0,1.954936147E0
2.628532918E0,2.248655081E0,8.951250076E0,1.667797327E0
2.633429220E0,2.186441660E0,9.121140480E0,1.897508383E0
2.638325574E0,2.111965179E0,9.279067039E0,2.505584478E0
2.643221876E0,1.896611094E0,9.590433121E0,3.245564699E0
2.648118231E0,1.800898194E0,9.952048302E0,3.956532240E0
2.653014533E0,1.698006749E0,1.018893814E1,4.492823601E0
2.657910887E0,1.659721613E0,1.024636555E1,4.722534657E0
2.662807189E0,1.745863199E0,1.017697334E1,4.689034939E0
2.667703543E0,1.870290041E0,1.013390255E1,4.509573460E0
2.672599845E0,1.989931107E0,1.019372368E1,4.207778454E0
2.677496199E0,2.111965179E0,1.031815052E1,3.812962770E0
2.682392501E0,2.246262312E0,1.033489990E1,3.492025614E0
2.687288856E0,2.210369825E0,1.016979504E1,3.247957706E0
2.692203387E0,1.994716763E0,9.923035622E0,3.147160053E0
2.697081512E0,1.736291885E0,9.700503349E0,3.216551781E0
2.701977814E0,1.341177106E0,9.489934921E0,3.410669565E0
2.706874168E0,1.013061285E0,9.334101677E0,3.621237993E0
2.711770470E0,7.474579811E-1,9.240781784E0,3.647558928E0
2.716666824E0,3.906283081E-1,9.173783302E0,3.487239838E0
2.721563179E0,4.845465720E-2,9.183354378E0,3.274278641E0
2.726459481E0,-9.780662507E-2,9.257532120E0,3.082553864E0
2.731373491E0,-1.241276711E-1,9.293423653E0,2.912663460E0
2.736252137E0,-2.365903407E-1,9.374779701E0,2.726023197E0
2.741148491E0,-2.892324328E-1,9.399007797E0,2.666202545E0
2.746044793E0,-2.389831543E-1,9.410971642E0,2.886342287E0
2.750941147E0,5.802594870E-2,9.291030884E0,3.367598772E0
2.755837449E0,5.273182988E-1,9.140283585E0,3.642773390E0
2.760751981E0,9.484550953E-1,9.094820023E0,3.575774431E0
2.765630106E0,1.290927768E0,9.216854095E0,3.276671410E0
2.770544637E0,1.561316729E0,9.415757179E0,2.927020311E0
2.775422762E0,1.939681888E0,8.934500694E0,2.630011082E0
2.780319116E0,1.422533035E0,8.912964821E0,2.290230274E0
2.785215470E0,1.333998680E0,9.025427818E0,2.146661043E0
2.790129949E0,1.631007791E0,9.509077072E0,1.952543259E0
2.795008126E0,1.748256087E0,1.011954594E1,1.495215058E0
2.799904429E0,1.738684773E0,1.060798073E1,1.174576759E0
2.804800783E0,2.004287958E0,1.091186905E1,1.083649516E0
2.809697085E0,2.399402857E0,1.098843956E1,1.054935694E0
2.814593439E0,2.411366940E0,1.092383385E1,8.967102766E-1
2.819489741E0,2.092822552E0,1.058166027E1,9.062815905E-1
2.824386095E0,1.719542146E0,1.020329475E1,1.287039518E0
2.829282397E0,1.295713425E0,1.004776096E1,1.799402595E0
2.834178751E0,9.173483849E-1,9.975976944E0,2.302194595E0
2.839075106E0,6.062814593E-1,9.868000984E0,2.675773859E0
2.843971408E0,4.695914388E-1,9.338887215E0,2.757129908E0
2.848867762E0,2.446661144E-1,9.168996811E0,2.819343328E0
2.853764064E0,5.324030295E-2,8.901000977E0,2.900699139E0
2.858660418E0,-1.049850956E-1,8.737990379E0,2.960519791E0
2.863556720E0,-3.849453330E-1,8.915358543E0,3.094517946E0
2.868453074E0,-4.040879309E-1,8.877073288E0,3.348456144E0
2.873349429E0,-5.524429083E-1,8.350353241E0,3.372384310E0
2.878245731E0,-6.556333899E-1,7.828418255E0,3.480061531E0
2.883142085E0,-8.446664214E-1,7.191628456E0,3.427419424E0
2.888038387E0,-1.201496124E0,7.086045265E0,3.228815079E0
2.892934741E0,-1.323530078E0,7.100401878E0,3.180659533E0
2.897831095E0,-1.352243900E0,7.069295406E0,3.013161898E0
2.902727397E0,-1.273280740E0,6.966403961E0,2.769093990E0
2.907623751E0,-1.119840980E0,6.636194706E0,2.464906454E0
2.912520054E0,-9.332008362E-1,6.095117569E0,2.057827473E0
2.917416408E0,-1.239781260E0,6.521039963E0,1.763510346E0
2.922312710E0,-1.464706540E0,7.490731239E0,1.947757602E0
2.927209064E0,-1.323530078E0,8.256733894E0,2.476870537E0
2.932105418E0,-1.170090318E0,8.675776482E0,2.953341246E0
2.937001720E0,-9.978070259E-1,8.991928101E0,3.197409153E0
2.941898074E0,-7.537391186E-1,9.252745628E0,3.358027458E0
2.946794376E0,-4.878367186E-1,9.635896683E0,3.326920748E0
2.951690731E0,-2.892324328E-1,9.987940788E0,3.336492062E0
2.956587085E0,-2.102692872E-1,1.022483063E1,3.386741400E0
2.961483387E0,-8.344969153E-2,1.032054329E1,3.570988655E0
2.966379741E0,1.561316848E-1,1.024158001E1,3.743271828E0
2.971276043E0,3.810569942E-1,1.012672424E1,3.745664835E0
2.976172397E0,6.014958024E-1,9.983155251E0,3.664308786E0
2.981068751E0,8.694919348E-1,9.870393753E0,3.527917862E0
2.985965054E0,1.015454054E0,9.812965393E0,3.417848110E0
2.990861408E0,1.082752228E0,9.774680138E0,3.468097210E0
2.995757710E0,1.185643673E0,9.801001549E0,3.609273911E0
3.000654064E0,1.295713425E0,9.908679008E0,3.726522207E0
3.005550418E0,1.271785259E0,1.010997486E1,3.783949852E0
3.010450314E0,1.216750264E0,1.030857944E1,3.781557083E0
3.015343074E0,1.252642632E0,1.045932674E1,3.791427374E0
3.020239376E0,1.389033556E0,1.060798073E1,3.800998688E0
3.025135731E0,1.561316729E0,1.070847988E1,3.707379580E0
3.030032085E0,1.760220170E0,1.084726334E1,3.539881945E0
3.034928387E0,1.910967946E0,1.103629589E1,3.291028500E0
3.039824741E0,2.116750717E0,1.126869869E1,2.960519791E0
3.044721095E0,2.303689957E0,1.149841022E1,2.685345173E0
3.049617397E0,2.444866419E0,1.182413292E1,2.582154751E0
3.054513751E0,2.629113913E0,1.228385448E1,2.462513685E0
3.059410054E0,2.696112871E0,1.275793171E1,2.366800785E0
3.064306408E0,2.660220623E0,1.311207008E1,2.290230274E0
3.069202762E0,2.751446962E0,1.323410416E1,2.388336182E0
3.074099064E0,2.835195780E0,1.339950752E1,2.862414122E0
3.078995418E0,2.825624466E0,1.357179070E1,3.336492062E0
3.083891772E0,2.686541557E0,1.355025578E1,3.769593000E0
3.088788074E0,2.473580360E0,1.333011627E1,4.167100430E0
3.093684429E0,2.325225353E0,1.296371460E1,4.327419758E0
3.098580731E0,2.258226395E0,1.243938732E1,4.351646900E0
3.103477085E0,2.123929262E0,1.182174015E1,4.253242016E0
3.108373439E0,1.954038739E0,1.124237823E1,4.126422882E0
3.113269741E0,1.741077542E0,1.070847988E1,4.006781578E0
3.118166095E0,1.556531072E0,1.022722340E1,3.853640795E0
3.123062449E0,1.515853167E0,9.779465675E0,3.585345745E0
3.127958751E0,1.415354609E0,9.451649666E0,3.190230846E0
3.132855106E0,1.247856975E0,9.157032967E0,2.907877684E0
3.137751460E0,1.192822099E0,8.951250076E0,2.871985435E0
3.142647762E0,1.080359459E0,8.771489143E0,2.958127022E0
3.147544116E0,8.096713424E-1,8.726025581E0,2.989233732E0
3.152440418E0,5.368895531E-1,8.711668968E0,3.161516905E0
3.157336772E0,4.001995921E-1,8.685347557E0,3.441776276E0
3.162233126E0,3.140579760E-1,8.606385231E0,3.630809307E0
3.167129429E0,2.135594189E-1,8.460422516E0,3.700201035E0
3.172025783E0,5.563312769E-2,8.343173981E0,3.700201035E0
3.176922137E0,1.734796353E-2,8.295317650E0,3.683451414E0
3.181836616E0,2.691925503E-2,8.319246292E0,3.494418383E0
3.186714793E0,-1.794616925E-3,8.412566185E0,3.108874798E0
3.191611147E0,-1.336989701E-1,8.493922234E0,2.788236618E0
3.196507449E0,-2.389831543E-1,8.565707207E0,2.699702263E0
3.201421981E0,-2.820539773E-1,8.680562019E0,2.678166628E0
3.206300158E0,-3.490529954E-1,8.723632812E0,2.766701221E0
3.211214637E0,-3.610171080E-1,8.642276764E0,2.888735056E0
3.216092814E0,-4.112663865E-1,8.417351723E0,2.989233732E0
3.220989168E0,-5.069792867E-1,8.024629593E0,3.029911757E0
3.225885470E0,-6.460621357E-1,6.841977119E0,2.862414122E0
3.230800001E0,-1.680060625E0,6.583552361E0,2.649153709E0
3.235678179E0,-2.077568293E0,7.062117100E0,2.984447956E0
3.240592710E0,-1.993819475E0,7.727920055E0,3.286242723E0
3.245470835E0,-2.048854351E0,8.402995110E0,3.281457186E0
3.250385366E0,-2.046461582E0,8.757132530E0,3.329313517E0
3.255263491E0,-1.902892232E0,8.908179283E0,3.472882986E0
3.260159845E0,-1.713560104E0,9.171390533E0,3.645166159E0
3.265056199E0,-1.333101273E0,9.461220741E0,3.649951935E0
3.269952501E0,-8.398807645E-1,9.645467758E0,3.501596928E0
3.274848856E0,-4.447658956E-1,9.767501831E0,3.341277838E0
3.279745210E0,-1.241276711E-1,9.820143700E0,3.123231649E0
3.284641512E0,1.226321608E-1,9.971191406E0,2.836092949E0
3.289557501E0,4.025924206E-1,1.021047306E1,2.589333296E0
3.294434220E0,6.182455420E-1,1.039472103E1,2.373979092E0
3.299330522E0,8.503493667E-1,1.041147041E1,2.321336985E0
3.304226876E0,1.116251707E0,1.031575775E1,2.323729992E0
3.309123231E0,1.348355532E0,1.022483063E1,2.417049885E0
3.314019533E0,1.456032634E0,1.020329475E1,2.618046999E0
3.318915887E0,1.515853167E0,1.016261673E1,2.850450039E0
3.323812241E0,1.477568030E0,1.010758209E1,3.106482029E0
3.328708543E0,1.460818172E0,1.000229740E1,3.319742203E0
3.333604897E0,1.441675663E0,9.939785004E0,3.422633648E0
3.338501251E0,1.458425403E0,9.860821724E0,3.369991541E0
3.343397554E0,1.441675663E0,9.860821724E0,3.245564699E0
3.348293908E0,1.398604870E0,9.875179291E0,3.144767046E0
3.353190262E0,1.403390527E0,9.934999466E0,3.015554667E0
3.358086564E0,1.470389485E0,1.000469017E1,2.874378204E0
3.362982918E0,1.515853167E0,1.002144051E1,2.761915445E0
3.367879272E0,1.489532113E0,9.964012146E0,2.824128866E0
3.372775626E0,1.417747378E0,9.923035622E0,3.005983353E0
3.377671929E0,1.396211982E0,9.868000984E0,3.187838078E0
3.382568283E0,1.374676585E0,9.789037704E0,3.358027458E0
3.387464637E0,1.324427366E0,9.707681656E0,3.482454300E0
3.392360939E0,1.252642632E0,9.609575272E0,3.472882986E0
3.397257293E0,1.240678549E0,9.444471359E0,3.465704441E0
3.402153647E0,1.185643673E0,9.334101677E0,3.518346548E0
3.407050001E0,1.142572761E0,9.240781784E0,3.547060490E0
3.411946304E0,1.123430252E0,9.171390533E0,3.465704441E0
3.416842658E0,1.130608678E0,9.049356461E0,3.381955624E0
3.421739012E0,1.176072359E0,8.917751312E0,3.422633648E0
3.426635314E0,1.166501045E0,8.841180801E0,3.566203117E0
3.431531668E0,1.147358418E0,8.776275635E0,3.791427374E0
3.436428022E0,1.113858938E0,8.804988861E0,3.985246181E0
3.441342501E0,1.061216831E0,8.829216003E0,4.071387768E0
3.446220679E0,1.041775107E0,8.769096375E0,4.090530396E0
3.451135210E0,1.066002488E0,8.694919586E0,4.083351612E0
3.456013335E0,1.070788145E0,8.606385231E0,4.076173306E0
3.460927866E0,1.061216831E0,8.568099976E0,4.037888050E0
3.465806043E0,1.058824062E0,8.489136696E0,3.978067636E0
3.470702397E0,1.164108157E0,8.395816803E0,3.937389612E0
3.475598699E0,1.307677627E0,8.266604424E0,3.839283943E0
3.480495054E0,1.405783296E0,8.256733894E0,3.688236952E0
3.485391408E0,1.408176184E0,8.410173416E0,3.604488134E0
3.490287710E0,1.424925923E0,8.563314438E0,3.714558125E0
3.495184064E0,1.417747378E0,8.649456024E0,3.867997885E0
3.500080418E0,1.360319614E0,8.668598175E0,4.011567116E0
3.504976720E0,1.389033556E0,8.620741844E0,4.071387768E0
3.509873074E0,1.420140266E0,8.572885513E0,4.109673023E0
3.514769429E0,1.345962763E0,8.572885513E0,4.143172264E0
3.519665783E0,1.286142230E0,8.551349640E0,4.181457520E0
3.524562085E0,1.176072359E0,8.498707771E0,4.229313850E0
3.529458439E0,1.192822099E0,8.405387878E0,4.102494240E0
3.534354793E0,1.276570916E0,8.297710419E0,3.966103554E0
3.539348647E0,1.324427366E0,8.239983559E0,4.001996040E0
3.544147397E0,1.307677627E0,8.273782730E0,4.102494240E0
3.549043804E0,1.250249863E0,8.388637543E0,4.248456478E0
3.553940158E0,1.379462242E0,8.503493309E0,4.265206337E0
3.558836460E0,1.530210137E0,8.656634331E0,4.193421841E0
3.563732814E0,1.515853167E0,8.903393745E0,3.934996843E0
3.568629168E0,1.518245935E0,9.113962173E0,3.791427374E0
3.573525470E0,1.537388563E0,9.257532120E0,3.820141315E0
3.578421824E0,1.568495274E0,9.394221306E0,3.851248026E0
3.583318179E0,1.556531072E0,9.528220177E0,3.771985769E0
3.588214533E0,1.532602906E0,9.688538551E0,3.700201035E0
3.593110835E0,1.446461320E0,9.683753014E0,3.614059448E0
3.598007189E0,1.357926846E0,9.528220177E0,3.724129438E0
3.602903543E0,1.286142230E0,9.305388451E0,3.781557083E0
3.607799897E0,1.226321578E0,8.901000977E0,3.851248026E0
3.612696199E0,1.190429211E0,8.711668968E0,3.844069481E0
3.617592554E0,1.099501967E0,8.450851440E0,3.856033802E0
3.622488908E0,1.049252748E0,8.094021797E0,3.824927092E0
3.627385210E0,1.010668516E0,7.881060600E0,3.661916018E0
3.632281564E0,9.388837814E-1,7.792526245E0,3.563810110E0
3.637177918E0,8.431708813E-1,7.773383617E0,3.549453259E0
3.642074272E0,7.115656137E-1,7.809275627E0,3.594916821E0
3.646970574E0,7.307082415E-1,7.840382576E0,3.645166159E0
3.651866929E0,9.149555564E-1,7.950452328E0,3.477668524E0
3.656763283E0,9.795617461E-1,8.115556717E0,3.334099293E0
3.661659637E0,8.383852243E-1,8.355138779E0,3.482454300E0
3.666555939E0,6.804589629E-1,8.541778564E0,3.865604877E0
3.671452293E0,5.081757307E-1,8.668598175E0,4.128815651E0
3.676348647E0,4.336991012E-1,8.726025581E0,4.140779495E0
3.681244949E0,4.528416991E-1,8.735597610E0,3.930211306E0
3.686141304E0,4.914259613E-1,8.754739761E0,3.666701555E0
3.691055835E0,4.552344978E-1,8.737990379E0,3.484847069E0
3.695934012E0,4.866403043E-1,8.630312920E0,3.348456144E0
3.700848491E0,5.823532343E-1,8.431708336E0,3.163909674E0
3.705726668E0,7.283154130E-1,8.228019714E0,2.967698336E0
3.710641199E0,6.828517914E-1,8.086843491E0,2.845664263E0
3.715519324E0,5.536393523E-1,7.945666790E0,2.857628345E0
3.720433856E0,3.906283081E-1,7.792526245E0,2.919841766E0
3.725312033E0,2.997010350E-1,7.641479015E0,2.994019270E0
3.730208387E0,2.566302419E-1,7.569694519E0,2.943770170E0
3.735104689E0,8.913264424E-2,7.629515171E0,2.855235577E0
3.740004533E0,8.913264424E-2,7.720741272E0,2.838485956E0
3.744897397E0,2.111666054E-1,7.914559841E0,2.819343328E0
3.749793751E0,2.207378894E-1,7.993523121E0,2.828914642E0
3.754690054E0,2.398804724E-1,7.826025486E0,2.893520832E0
3.759586408E0,4.480560422E-1,7.572087288E0,2.924627542E0
3.764482762E0,6.828517914E-1,7.476374149E0,2.836092949E0
3.769379116E0,9.005986452E-1,7.711170197E0,2.603690147E0
3.774275418E0,1.005882859E0,8.146663666E0,2.350050926E0
3.779171772E0,1.140179992E0,8.630312920E0,2.366800785E0
3.784068126E0,1.216750264E0,9.085248947E0,2.467299223E0
3.788967866E0,1.288534999E0,9.506684303E0,2.728415966E0
3.793860783E0,1.338784218E0,9.784252167E0,3.173480988E0
3.798757137E0,1.372283816E0,1.002144051E1,3.786641836E0
3.803653491E0,1.384247899E0,1.016500950E1,4.444967270E0
3.808549845E0,1.463211060E0,1.016022396E1,4.880460739E0
3.813446147E0,1.420140266E0,1.009561825E1,4.947759151E0
3.818342501E0,1.345962763E0,1.001426220E1,4.739284515E0
3.823238856E0,1.403390527E0,9.789037704E0,4.552644253E0
3.828135158E0,1.345962763E0,9.461220741E0,4.272384644E0
3.833031512E0,1.204786181E0,9.018249512E0,3.923032761E0
3.837927866E0,1.121037364E0,8.620741844E0,3.781557083E0
3.842824220E0,9.173483849E-1,8.381459236E0,3.925425529E0
3.847720522E0,6.517450809E-1,8.192127228E0,4.071387768E0
3.852616876E0,3.619144261E-1,7.969594955E0,4.076173306E0
3.857513231E0,1.495514158E-2,7.711170197E0,4.097708702E0
3.862409585E0,-1.456630826E-1,7.371089935E0,4.193421841E0
3.867305887E0,5.383851007E-3,6.959225655E0,4.322634220E0
3.872202241E0,1.944168359E-1,6.631408691E0,4.399503708E0
