"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.774129587E1,2.103096962E0,-1.476562977E0,-3.857894421E0
8.774619232E1,2.043890476E0,-1.291450977E0,-4.014075279E0
8.775108878E1,1.958741665E0,-1.007250309E0,-4.237332344E0
8.775598524E1,1.847173691E0,-6.687297821E-1,-4.398429394E0
8.776088170E1,1.729613304E0,-2.822122574E-1,-4.538363457E0
8.776577816E1,1.633434772E0,1.338605881E-1,-4.626542091E0
8.777067462E1,1.499694347E0,5.132002831E-1,-4.649273396E0
8.777557113E1,1.348338127E0,9.042243958E-1,-4.552344799E0
8.778046758E1,1.216876984E0,1.228163719E0,-4.243034363E0
8.778536404E1,1.081614494E0,1.456521511E0,-3.730943203E0
8.779026050E1,9.009733200E-1,1.637147903E0,-3.015463829E0
8.779515696E1,6.769590378E-1,1.772486687E0,-2.191281796E0
8.780007160E1,4.091796875E-1,1.929528713E0,-1.360143185E0
8.780494988E1,8.958148956E-2,2.089729309E0,-5.375161171E-1
8.780986451E1,-2.759723663E-1,2.257465839E0,1.813726425E-1
8.781474279E1,-6.782178879E-1,2.404934883E0,7.539334297E-1
8.781965743E1,-1.072244167E0,2.517863274E0,1.208725929E0
8.782453576E1,-1.449931145E0,2.578321457E0,1.550516605E0
8.782945035E1,-1.795619249E0,2.605912209E0,1.817334652E0
8.783432868E1,-2.072863102E0,2.621171474E0,2.009087086E0
8.783922863E1,-2.237368345E0,2.590950966E0,2.120702267E0
8.784412160E1,-2.345746279E0,2.489706993E0,2.116027832E0
8.784901805E1,-2.379616976E0,2.324994087E0,2.042869568E0
8.785391451E1,-2.418246984E0,2.082629681E0,1.913208008E0
8.785881097E1,-2.396553755E0,1.752910614E0,1.672307968E0
8.786370743E1,-2.268558741E0,1.342635632E0,1.337114811E0
8.786860389E1,-2.069832325E0,8.918261528E-1,8.501405716E-1
8.787350035E1,-1.771634340E0,4.521832466E-1,2.731962204E-1
8.787839686E1,-1.474457741E0,4.158782959E-2,-3.991641998E-1
8.788329331E1,-1.159216404E0,-3.341946602E-1,-1.076875687E0
8.788818977E1,-8.184344769E-1,-6.815276146E-1,-1.732024670E0
8.789308623E1,-4.729561806E-1,-9.949529171E-1,-2.267230988E0
8.789798269E1,-1.455717087E-1,-1.321563482E0,-2.618402481E0
8.790287915E1,1.676244736E-1,-1.646048069E0,-2.769002438E0
8.790777561E1,5.015144348E-1,-1.950485468E0,-2.769372463E0
8.791267206E1,8.045835495E-1,-2.247693300E0,-2.655386925E0
8.791756852E1,1.032287598E0,-2.492767811E0,-2.431781769E0
8.792246498E1,1.151694775E0,-2.664361715E0,-2.134387493E0
8.792736149E1,1.273041725E0,-2.769199848E0,-1.760570526E0
8.793225795E1,1.274148464E0,-2.784753084E0,-1.293233395E0
8.793715441E1,1.212188721E0,-2.702269077E0,-7.843413353E-1
8.794205087E1,1.093844891E0,-2.570154667E0,-2.618317604E-1
8.794694732E1,9.230871201E-1,-2.333901882E0,1.817088127E-1
8.795184378E1,7.204365730E-1,-2.053909779E0,4.871768951E-1
8.795674024E1,4.870114326E-1,-1.742888451E0,6.694307327E-1
8.796163670E1,2.694005966E-1,-1.409028053E0,7.001495361E-1
8.796653316E1,7.605314255E-2,-1.082160950E0,6.850051880E-1
8.797142967E1,-8.403301239E-2,-8.022236824E-1,6.147351265E-1
8.797632613E1,-1.200728416E-1,-5.425734520E-1,4.490237236E-1
8.798122258E1,-8.450174332E-2,-3.226571083E-1,1.688947678E-1
8.798611904E1,8.694648743E-3,-8.604669571E-2,-2.521886826E-1
8.799101550E1,1.241226196E-1,1.466426849E-1,-7.668910027E-1
8.799591196E1,2.263803482E-1,3.881998062E-1,-1.253931999E0
8.800080842E1,2.706036568E-1,6.226158142E-1,-1.704597473E0
8.800570488E1,3.051023483E-1,8.147721291E-1,-2.136581898E0
8.801060133E1,2.920875549E-1,1.015770912E0,-2.493342400E0
8.801549784E1,2.414698601E-1,1.183631420E0,-2.778142929E0
8.802041243E1,1.391463280E-1,1.286058426E0,-2.944053173E0
8.802529076E1,3.809309006E-2,1.301052570E0,-2.931713104E0
8.803018722E1,-4.696750641E-2,1.201667786E0,-2.708266735E0
8.803508368E1,-1.325206757E-1,1.043341160E0,-2.331087112E0
8.803999837E1,-2.495307922E-1,8.509235382E-1,-1.735227108E0
8.804487660E1,-3.646273613E-1,6.528615952E-1,-1.051118851E0
8.804977305E1,-4.663763046E-1,4.481229782E-1,-4.145655632E-1
8.805466951E1,-5.579428673E-1,2.505302429E-1,1.395068169E-1
8.805956597E1,-5.465464592E-1,4.467535019E-2,5.832490921E-1
8.806446243E1,-5.043201447E-1,-1.827492714E-1,9.222497940E-1
8.806937706E1,-3.452744484E-1,-4.216203690E-1,1.152307510E0
8.807425540E1,-1.388077736E-1,-6.329236031E-1,1.216906548E0
8.807915186E1,1.463565826E-1,-8.267765045E-1,1.180638313E0
8.808404831E1,5.079112053E-1,-1.010585308E0,1.024513721E0
8.808894477E1,9.028038979E-1,-1.196934223E0,7.482814789E-1
8.809384123E1,1.328670502E0,-1.369887829E0,4.280166626E-1
8.809873769E1,1.721128464E0,-1.525609970E0,1.061925888E-1
8.810363415E1,2.114057541E0,-1.674595356E0,-1.603345871E-1
8.810853066E1,2.419454575E0,-1.731613636E0,-3.672795296E-1
8.811342712E1,2.642748833E0,-1.745286942E0,-4.958581924E-1
8.811832357E1,2.729509354E0,-1.685155869E0,-5.057635307E-1
8.812322003E1,2.598722935E0,-1.580239296E0,-4.212579727E-1
8.812811649E1,2.207145691E0,-1.430499077E0,-2.188639641E-1
8.813301295E1,1.652402401E0,-1.290734768E0,6.505107880E-2
8.813790941E1,1.063022614E0,-1.270631790E0,3.535151482E-1
8.814280587E1,5.245413780E-1,-1.290883541E0,7.180104256E-1
8.814770232E1,1.748943329E-2,-1.336820126E0,1.177555561E0
8.815259878E1,-4.488224983E-1,-1.391234398E0,1.653318405E0
8.815749529E1,-8.960263729E-1,-1.503948212E0,2.155099392E0
8.816239175E1,-1.266860485E0,-1.597867489E0,2.683237553E0
8.816728821E1,-1.628394604E0,-1.734635353E0,3.161675215E0
8.817218467E1,-1.983058453E0,-1.875456333E0,3.657882929E0
8.817708113E1,-2.312007189E0,-2.012490273E0,4.069520950E0
8.818197758E1,-2.632264614E0,-2.181010246E0,4.464133263E0
8.818687404E1,-2.907957077E0,-2.366139412E0,4.844726086E0
8.819177050E1,-3.117362738E0,-2.553020477E0,5.231229782E0
8.819666696E1,-3.350851297E0,-2.734012604E0,5.569646835E0
8.820156347E1,-3.521490097E0,-2.925619364E0,5.908812523E0
8.820645993E1,-3.676410913E0,-3.079765797E0,6.194652557E0
8.821135639E1,-3.812444448E0,-3.201222658E0,6.384934902E0
8.821625284E1,-3.902508974E0,-3.304322004E0,6.525937557E0
8.822114930E1,-4.034449100E0,-3.343782187E0,6.532048702E0
8.822604576E1,-4.118971348E0,-3.394041061E0,6.492212772E0
8.823094222E1,-4.220253944E0,-3.376490593E0,6.305995941E0
8.823583868E1,-4.321701527E0,-3.250736952E0,6.064090729E0
8.824073514E1,-4.452654839E0,-3.014732361E0,5.713214874E0
8.824563165E1,-4.590439796E0,-2.668729782E0,5.312226295E0
8.825052810E1,-4.746542454E0,-2.227246284E0,4.809623241E0
8.825542456E1,-4.846296787E0,-1.779074192E0,4.309292793E0
8.826032102E1,-4.903397560E0,-1.324526787E0,3.850511074E0
8.826521748E1,-4.893031120E0,-9.141759872E-1,3.446354866E0
8.827013212E1,-4.864228249E0,-5.458769798E-1,3.114950418E0
8.827501040E1,-4.794215202E0,-2.677741051E-1,2.840874195E0
8.827990686E1,-4.716879368E0,-3.923034668E-2,2.630979538E0
8.828480331E1,-4.623133659E0,1.062555313E-1,2.499245167E0
8.828969977E1,-4.529875755E0,1.448922157E-1,2.428828239E0
8.829459628E1,-4.439598560E0,1.080656052E-1,2.417419910E0
8.829951092E1,-4.371160984E0,-6.165504456E-3,2.498966932E0
8.830438920E1,-4.213278294E0,-2.046422958E-1,2.722150326E0
8.830930383E1,-3.918808222E0,-5.348482132E-1,3.102426767E0
8.831418212E1,-3.494920254E0,-9.489936829E-1,3.447179794E0
8.831907857E1,-2.928341389E0,-1.315444946E0,3.719073534E0
8.832397503E1,-2.449665546E0,-1.589035034E0,3.928439617E0
8.832887149E1,-2.055196762E0,-1.765177727E0,4.111858368E0
8.833376800E1,-1.811346292E0,-1.860685349E0,4.238599300E0
8.833872357E1,-1.595949650E0,-1.896902084E0,4.297102928E0
8.834356092E1,-1.430345535E0,-1.891365051E0,4.291507721E0
8.834845738E1,-1.279876471E0,-1.879214764E0,4.186087132E0
8.835335383E1,-1.181089401E0,-1.860868931E0,4.023092270E0
8.835825029E1,-1.053299189E0,-1.829389095E0,3.828202486E0
8.836314675E1,-9.709842205E-1,-1.840111256E0,3.624798536E0
8.836804321E1,-9.029538631E-1,-1.888530731E0,3.479498625E0
8.837293972E1,-8.536219597E-1,-1.972509861E0,3.310814142E0
8.837783618E1,-8.249707222E-1,-2.096942902E0,3.135579586E0
8.838273264E1,-8.406136036E-1,-2.261843204E0,2.922811747E0
8.838772649E1,-9.172155857E-1,-2.406737804E0,2.701923847E0
8.839252550E1,-1.107032299E0,-2.533176899E0,2.473901272E0
8.839742201E1,-1.377026081E0,-2.600936413E0,2.245214939E0
8.840231847E1,-1.701118708E0,-2.576873064E0,1.984292030E0
8.840721493E1,-2.003269196E0,-2.479949236E0,1.691102028E0
8.841211139E1,-2.217049122E0,-2.293376923E0,1.327238083E0
8.841700784E1,-2.278442860E0,-2.060396671E0,8.971972466E-1
8.842190436E1,-2.226311207E0,-1.788455963E0,4.412302971E-1
8.842680081E1,-2.089618444E0,-1.480407238E0,-1.242494583E-2
8.843169727E1,-1.885355473E0,-1.153433800E0,-4.092454910E-1
8.843659373E1,-1.666372299E0,-7.840361595E-1,-6.493287086E-1
8.844149019E1,-1.458916903E0,-4.275259972E-1,-7.521791458E-1
8.844638665E1,-1.246006250E0,-7.938337326E-2,-7.204599380E-1
8.845128310E1,-9.913735390E-1,2.220273018E-1,-5.852661133E-1
8.845617956E1,-7.159831524E-1,4.286751747E-1,-3.178920746E-1
8.846107607E1,-4.454534054E-1,5.596041679E-1,-6.707191467E-3
8.846597253E1,-1.575372219E-1,5.789227486E-1,3.390183449E-1
8.847088743E1,1.244568825E-1,4.845709801E-1,6.863341331E-1
8.847576545E1,3.822207451E-1,3.314843178E-1,1.009265900E0
8.848066191E1,5.420696735E-1,1.705608368E-1,1.301469326E0
8.848555837E1,6.833767891E-1,-4.331302643E-2,1.506077290E0
8.849047300E1,7.513184547E-1,-2.473702431E-1,1.626132965E0
8.849535128E1,7.529852390E-1,-4.173803329E-1,1.645171642E0
8.850024779E1,6.809530258E-1,-5.213189125E-1,1.528058052E0
8.850514425E1,6.183335781E-1,-5.612001419E-1,1.349034786E0
8.851005889E1,5.664725304E-1,-4.911365509E-1,1.026671410E0
8.851493717E1,5.430059433E-1,-3.209538460E-1,5.960040092E-1
8.851985186E1,5.369994640E-1,-5.984640121E-2,7.589054108E-2
8.852473008E1,5.303244591E-1,2.196121216E-1,-4.656176567E-1
8.852962654E1,4.936606884E-1,5.198626518E-1,-9.164271355E-1
8.853452300E1,4.701004028E-1,7.135567665E-1,-1.231697559E0
8.853943764E1,4.937970638E-1,8.146867752E-1,-1.454643250E0
8.854431597E1,5.588614941E-1,7.885298729E-1,-1.576113701E0
8.854921243E1,6.405241489E-1,6.851177216E-1,-1.597983837E0
8.855410889E1,6.948139668E-1,5.514974594E-1,-1.568005085E0
8.855900534E1,6.917808056E-1,4.230799675E-1,-1.569645405E0
8.856390180E1,6.415307522E-1,3.164896965E-1,-1.593078613E0
8.856879826E1,5.799591541E-1,1.815543175E-1,-1.686027050E0
8.857369472E1,5.473575592E-1,5.453205109E-2,-1.788548470E0
8.857859123E1,5.238974094E-1,-2.341127396E-2,-1.874295235E0
8.858348769E1,5.326554775E-1,-6.143283844E-2,-1.964912891E0
8.858838753E1,5.606613159E-1,-2.817344666E-2,-2.094160080E0
8.859328060E1,6.332798004E-1,3.081655502E-2,-2.260099888E0
8.859817706E1,6.638159752E-1,1.202783585E-1,-2.400802135E0
8.860307352E1,7.002084255E-1,1.896586418E-1,-2.466238022E0
8.860796998E1,7.357931137E-1,2.411556244E-1,-2.422873974E0
8.861286644E1,7.495825291E-1,2.364578247E-1,-2.299289227E0
8.861776295E1,7.540037632E-1,1.948184967E-1,-2.145504951E0
8.862265941E1,8.163933754E-1,1.833252907E-1,-1.913466930E0
8.862755587E1,7.884032726E-1,2.045741081E-1,-1.727453709E0
8.863245232E1,6.813800335E-1,3.139591217E-1,-1.613791943E0
8.863734878E1,5.257868767E-1,4.520478249E-1,-1.476822853E0
8.864224524E1,2.899775505E-1,5.953283310E-1,-1.338135242E0
8.864714170E1,8.621668816E-2,7.488775253E-1,-1.223953724E0
8.865203816E1,-1.140851974E-1,8.529996872E-1,-1.098252773E0
8.865693462E1,-2.080969810E-1,9.554829597E-1,-1.025662422E0
8.866183113E1,-2.390313148E-1,9.771060944E-1,-9.943909645E-1
8.866672758E1,-2.236771584E-1,9.990859032E-1,-9.997053146E-1
8.867162404E1,-1.622064114E-1,1.002111912E0,-9.795637131E-1
8.867652050E1,-8.557796478E-2,9.814357758E-1,-9.028177261E-1
8.868141696E1,-1.515078545E-2,9.348001480E-1,-8.435096741E-1
8.868631342E1,-3.411531448E-3,8.647322655E-1,-8.349804878E-1
8.869120988E1,-1.918792725E-2,7.929110527E-1,-8.962202072E-1
8.869610639E1,-6.246399879E-2,7.242140770E-1,-1.010367870E0
8.870100284E1,-9.257841110E-2,6.252360344E-1,-1.127123833E0
8.870589930E1,-1.405067444E-1,5.366311073E-1,-1.265582561E0
8.871081394E1,-1.364958286E-1,4.225864410E-1,-1.403967381E0
8.871569222E1,-9.686136246E-2,3.879752159E-1,-1.613982677E0
8.872060691E1,-1.130166054E-1,4.473643303E-1,-1.931496143E0
8.872548514E1,-5.084800720E-2,5.187401772E-1,-2.294480801E0
8.873039977E1,1.254062653E-1,5.589227676E-1,-2.659919262E0
8.873527810E1,3.058719635E-1,6.265854836E-1,-3.025920391E0
8.874017456E1,4.878077507E-1,7.310810089E-1,-3.371230125E0
8.874507102E1,6.877031326E-1,8.146138191E-1,-3.653157711E0
8.874996748E1,8.143649101E-1,9.584221840E-1,-3.833724022E0
8.875486394E1,9.416823387E-1,1.105336189E0,-3.936978340E0
8.875977863E1,1.026180267E0,1.251008034E0,-3.989317894E0
8.876465686E1,1.082285881E0,1.374143600E0,-4.016987324E0
8.876955337E1,1.121634960E0,1.441909790E0,-4.010336876E0
8.877444982E1,1.194649220E0,1.473867893E0,-4.019352913E0
8.877934628E1,1.275113583E0,1.465683937E0,-4.050934792E0
8.878424274E1,1.399101734E0,1.463093281E0,-4.116786003E0
8.878913920E1,1.569352150E0,1.420680046E0,-4.276435852E0
8.879403566E1,1.755078793E0,1.417230129E0,-4.489030361E0
8.879893212E1,1.963968277E0,1.411806107E0,-4.701736450E0
8.880382857E1,2.192022800E0,1.418348789E0,-4.842563152E0
8.880872847E1,2.504466057E0,1.412519932E0,-4.911399364E0
8.881362154E1,2.854103565E0,1.353213072E0,-5.027672768E0
8.881851800E1,3.200603485E0,1.366902828E0,-5.112324715E0
8.882341446E1,3.551247597E0,1.357350111E0,-5.251627922E0
8.882831092E1,3.889237881E0,1.360025406E0,-5.359641552E0
8.883320738E1,4.173890591E0,1.314883232E0,-5.388700962E0
8.883810383E1,4.390957832E0,1.310374022E0,-5.298236370E0
8.884300029E1,4.559916496E0,1.288987637E0,-5.152793407E0
8.884789680E1,4.666533947E0,1.265184402E0,-4.990581036E0
8.885279326E1,4.749088287E0,1.262906790E0,-4.847481251E0
8.885768972E1,4.766777992E0,1.289439678E0,-4.723490715E0
8.886258618E1,4.757749081E0,1.356929302E0,-4.542058468E0
8.886748264E1,4.707699299E0,1.420140743E0,-4.329413891E0
8.887237910E1,4.690997124E0,1.440926790E0,-4.056711674E0
8.887727555E1,4.674101353E0,1.440857410E0,-3.764683247E0
8.888217206E1,4.649687767E0,1.434175014E0,-3.530021667E0
8.888706852E1,4.662846565E0,1.377644300E0,-3.348199368E0
8.889196498E1,4.686878681E0,1.271058321E0,-3.176480293E0
8.889686144E1,4.666718483E0,1.128511190E0,-3.012660503E0
8.890175790E1,4.607425690E0,9.475347996E-1,-2.792097569E0
8.890665436E1,4.430358410E0,7.210330963E-1,-2.505155087E0
8.891155081E1,4.087843895E0,4.899983406E-1,-2.218736649E0
8.891644727E1,3.543756962E0,2.308480740E-1,-2.007124424E0
8.892134378E1,3.018381119E0,-5.350041389E-2,-1.745615959E0
8.892624024E1,2.528950214E0,-3.746576309E-1,-1.383569241E0
8.893113670E1,1.907790661E0,-6.340186596E-1,-1.167297363E0
8.893603316E1,1.489855766E0,-8.669805527E-1,-9.145898819E-1
8.894092962E1,1.186942101E0,-1.140135765E0,-6.273360252E-1
8.894582607E1,9.106869698E-1,-1.402866840E0,-3.984775543E-1
8.895072253E1,7.403783798E-1,-1.604945660E0,-2.539629936E-1
8.895561904E1,5.542569160E-1,-1.770352125E0,-1.504459381E-1
8.896053368E1,4.027466774E-1,-1.801218033E0,-1.117482185E-1
8.896541196E1,2.377300262E-1,-1.748013020E0,-1.332464218E-1
8.897032660E1,5.935573578E-2,-1.561281919E0,-2.343039513E-1
8.897520488E1,-9.265995026E-2,-1.281729698E0,-3.795437813E-1
8.898011956E1,-2.186660767E-1,-9.051995277E-1,-5.646476746E-1
8.898499779E1,-3.367962837E-1,-4.720351696E-1,-7.400054932E-1
8.898989425E1,-4.069275856E-1,-4.227018356E-2,-8.797650337E-1
8.899479076E1,-4.107503891E-1,3.435130119E-1,-9.939746857E-1
8.899970540E1,-3.247160912E-1,6.468443871E-1,-1.025596619E0
8.900458368E1,-2.068696022E-1,8.750724792E-1,-1.008490562E0
8.900949831E1,-9.264087677E-2,1.063407421E0,-9.117631912E-1
8.901437660E1,-3.506088257E-2,1.207464218E0,-7.379617691E-1
8.901927305E1,-5.995988846E-2,1.280830860E0,-4.702963829E-1
8.902416956E1,-1.432266235E-1,1.326837540E0,-1.469702721E-1
8.902906602E1,-2.751259804E-1,1.307343006E0,2.057461739E-1
8.903396248E1,-3.694353104E-1,1.227282047E0,4.994339943E-1
8.903885894E1,-5.267834663E-1,1.050895214E0,7.675633430E-1
8.904375540E1,-6.682245731E-1,8.357234001E-1,1.010160923E0
8.904865186E1,-8.248744011E-1,5.583019257E-1,1.270528316E0
8.905354831E1,-1.044418335E0,2.859954834E-1,1.568051338E0
8.905844477E1,-1.245434523E0,3.840923309E-2,1.793021679E0
8.906334128E1,-1.506863117E0,-2.078247070E-1,1.986548424E0
8.906833524E1,-1.744690180E0,-4.335093498E-1,2.089097977E0
8.907313415E1,-1.986381769E0,-6.287751198E-1,2.166456699E0
8.907803066E1,-2.228616953E0,-8.041753769E-1,2.156460762E0
8.908292712E1,-2.445708275E0,-9.321122169E-1,1.990419865E0
8.908782357E1,-2.602146149E0,-1.012259245E0,1.632777691E0
8.909272003E1,-2.634127140E0,-9.584069252E-1,1.095510483E0
8.909761654E1,-2.499563217E0,-8.401975632E-1,4.500765800E-1
8.910251300E1,-2.173322916E0,-7.203078270E-1,-3.257040977E-1
8.910740946E1,-1.704336882E0,-5.516095161E-1,-1.127384663E0
8.911230592E1,-1.145642042E0,-3.783841133E-1,-1.922374725E0
8.911720238E1,-5.495815277E-1,-2.453408241E-1,-2.651792526E0
8.912209883E1,3.944015503E-2,-1.519050598E-1,-3.249402523E0
8.912699529E1,5.464997292E-1,-1.022934914E-1,-3.632027149E0
8.913189180E1,8.850340843E-1,-7.655906677E-2,-3.778475285E0
8.913678826E1,1.270507812E0,-1.813497543E-1,-3.633623600E0
8.914168472E1,1.508298397E0,-3.551278114E-1,-3.338596344E0
8.914658118E1,1.635019302E0,-5.978112221E-1,-2.962646484E0
8.915147764E1,1.631526947E0,-8.728876114E-1,-2.455448627E0
8.915637410E1,1.521577835E0,-1.162497997E0,-1.821491718E0
8.916127055E1,1.283388615E0,-1.422233582E0,-1.110546112E0
8.916616706E1,9.671225548E-1,-1.636365175E0,-3.458390236E-1
8.917106352E1,5.822000504E-1,-1.829833031E0,3.514161110E-1
8.917595998E1,1.739702225E-1,-1.956098080E0,9.676384926E-1
8.918085644E1,-2.174143791E-1,-1.999814749E0,1.434052944E0
8.918575290E1,-5.975966454E-1,-1.926518202E0,1.712905407E0
8.919064936E1,-9.485611916E-1,-1.795237541E0,1.861864567E0
8.919554581E1,-1.175435781E0,-1.610072374E0,1.909967422E0
8.920044232E1,-1.249964237E0,-1.317978859E0,1.907833099E0
8.920533878E1,-1.153130293E0,-9.930515289E-1,1.853377342E0
8.921023524E1,-8.753049374E-1,-5.759415627E-1,1.622267246E0
8.921513170E1,-5.052313805E-1,-1.225523949E-1,1.206972122E0
8.922004633E1,-7.915830612E-2,4.161691666E-1,6.497926712E-1
8.922492462E1,2.874979973E-1,9.650559425E-1,3.356027603E-2
8.922983925E1,5.897879601E-1,1.517784595E0,-5.497035980E-1
8.923471758E1,8.445649147E-1,1.982488155E0,-1.012325287E0
8.923961404E1,1.038079262E0,2.343606472E0,-1.348002911E0
8.924451050E1,1.111511230E0,2.578711510E0,-1.533303738E0
8.924942514E1,1.063436985E0,2.615477085E0,-1.614004612E0
8.925430342E1,9.043564796E-1,2.423079967E0,-1.604179859E0
8.925919988E1,6.440968513E-1,2.059371471E0,-1.496639252E0
8.926409633E1,2.940406799E-1,1.504112244E0,-1.365279675E0
8.926899284E1,-4.144906998E-2,9.571285248E-1,-1.183571339E0
8.927388930E1,-3.247187138E-1,4.527063370E-1,-9.417443275E-1
8.927878576E1,-5.558562279E-1,1.037836075E-2,-6.491103172E-1
8.928368222E1,-7.537522316E-1,-4.198946953E-1,-3.268847466E-1
8.928858227E1,-8.917210102E-1,-7.924938202E-1,1.335477829E-2
8.929347514E1,-1.031521797E0,-1.095233917E0,3.721332550E-1
8.929837160E1,-1.146476269E0,-1.359170437E0,7.593250275E-1
8.930326810E1,-1.255370617E0,-1.572078705E0,1.144330025E0
8.930816456E1,-1.336592674E0,-1.707419395E0,1.534677505E0
8.931306102E1,-1.440402746E0,-1.808051109E0,1.901935577E0
8.931795748E1,-1.569344521E0,-1.844957829E0,2.232045174E0
8.932285394E1,-1.661461115E0,-1.813191414E0,2.520386696E0
8.932775040E1,-1.783979654E0,-1.796333313E0,2.747964382E0
8.933264686E1,-1.855566263E0,-1.801450253E0,2.953244448E0
8.933754337E1,-1.902631998E0,-1.814125061E0,3.093274593E0
8.934243982E1,-1.980212450E0,-1.824770927E0,3.177753925E0
8.934733628E1,-2.009351492E0,-1.828722477E0,3.194738865E0
8.935223274E1,-2.095464706E0,-1.814108849E0,3.168096542E0
8.935712920E1,-2.167064667E0,-1.769038677E0,3.083327055E0
8.936202566E1,-2.253240347E0,-1.720020294E0,2.980778456E0
8.936692212E1,-2.342507362E0,-1.669520855E0,2.797950029E0
8.937181863E1,-2.413754940E0,-1.653644085E0,2.608592749E0
8.937671508E1,-2.491423607E0,-1.615195751E0,2.412177563E0
8.938161154E1,-2.563937664E0,-1.585515022E0,2.215425014E0
8.938650800E1,-2.610170126E0,-1.574299335E0,2.075339794E0
8.939140446E1,-2.642357349E0,-1.543494701E0,1.950815201E0
8.939630092E1,-2.641711712E0,-1.512283802E0,1.889413834E0
8.940119743E1,-2.629728794E0,-1.468767166E0,1.902982235E0
8.940609389E1,-2.599065304E0,-1.453645229E0,1.974750519E0
8.941099034E1,-2.580546379E0,-1.471691608E0,2.145429611E0
8.941588680E1,-2.520978451E0,-1.501328945E0,2.353088379E0
8.942078326E1,-2.472467899E0,-1.556813240E0,2.617231131E0
8.942567972E1,-2.479868412E0,-1.594920635E0,2.868966341E0
8.943057618E1,-2.499625683E0,-1.625097275E0,3.103969097E0
8.943547269E1,-2.557746410E0,-1.644870281E0,3.317770720E0
8.944036915E1,-2.601342916E0,-1.625310421E0,3.527577162E0
8.944526560E1,-2.687841892E0,-1.570976257E0,3.676309109E0
8.945018050E1,-2.795679808E0,-1.515120983E0,3.814562082E0
8.945505852E1,-2.879258633E0,-1.483797073E0,3.911665440E0
8.945995498E1,-2.969830036E0,-1.464879036E0,3.989277601E0
8.946485144E1,-3.038516521E0,-1.470214844E0,4.069192410E0
8.946976613E1,-3.113884211E0,-1.487735271E0,4.139675140E0
8.947464441E1,-3.166914940E0,-1.476743698E0,4.217755795E0
8.947954087E1,-3.219116688E0,-1.427529335E0,4.296500683E0
8.948443732E1,-3.294353962E0,-1.368701935E0,4.388055801E0
8.948935222E1,-3.337962627E0,-1.259281158E0,4.406451225E0
8.949423024E1,-3.371860266E0,-1.151767731E0,4.392349720E0
8.949914493E1,-3.384925365E0,-1.017040730E0,4.348042488E0
8.950402321E1,-3.363241673E0,-8.959074020E-1,4.251577377E0
8.950891967E1,-3.319578409E0,-7.808780670E-1,4.126657963E0
8.951381613E1,-3.220772982E0,-6.673274040E-1,3.972865343E0
8.951881008E1,-3.091194868E0,-5.692305565E-1,3.847668648E0
8.952360899E1,-2.876477718E0,-5.534644127E-1,3.716235399E0
8.952850550E1,-2.598714828E0,-5.613827705E-1,3.593784571E0
8.953340201E1,-2.362000704E0,-5.920090675E-1,3.429346800E0
8.953829847E1,-2.081890106E0,-6.389503479E-1,3.220212936E0
8.954319493E1,-1.906214237E0,-6.765027046E-1,3.061770916E0
8.954809139E1,-1.753151417E0,-7.244534492E-1,2.886635780E0
8.955298784E1,-1.663121700E0,-7.903366089E-1,2.742439985E0
8.955788436E1,-1.614367247E0,-8.933401108E-1,2.650735378E0
8.956278081E1,-1.630793095E0,-1.004580975E0,2.630730629E0
8.956767727E1,-1.664521694E0,-1.164439678E0,2.634784937E0
8.957257373E1,-1.746674776E0,-1.298343182E0,2.665620565E0
8.957747019E1,-1.819770098E0,-1.446662903E0,2.711590290E0
8.958236665E1,-1.852583885E0,-1.599588871E0,2.739530087E0
8.958726310E1,-1.861918211E0,-1.766376019E0,2.737782478E0
8.959215962E1,-1.847758770E0,-1.918176651E0,2.701746941E0
8.959705607E1,-1.803063631E0,-2.028493404E0,2.624396801E0
8.960195253E1,-1.716256618E0,-2.149830341E0,2.488913774E0
8.960684899E1,-1.614016294E0,-2.203122139E0,2.300024033E0
8.961174545E1,-1.432240963E0,-2.253072500E0,2.059785366E0
8.961664191E1,-1.267171621E0,-2.256641388E0,1.796579361E0
8.962153842E1,-1.061884880E0,-2.204442739E0,1.498009205E0
8.962643488E1,-8.239290714E-1,-2.161318779E0,1.178035736E0
8.963133133E1,-5.775678158E-1,-2.093920708E0,8.817763329E-1
8.963622779E1,-3.109974861E-1,-1.978563070E0,6.328473091E-1
8.964112425E1,-2.665042877E-2,-1.882449150E0,4.453668594E-1
8.964602071E1,2.230615616E-1,-1.789092064E0,2.904920578E-1
8.965091717E1,4.622921944E-1,-1.698705912E0,1.896691322E-1
8.965581368E1,7.081742287E-1,-1.647488594E0,8.066368103E-2
8.966072831E1,9.251575470E-1,-1.559101820E0,1.136493683E-2
8.966560660E1,1.101505756E0,-1.556054354E0,-2.572011948E-2
8.967050305E1,1.249552727E0,-1.556807041E0,-1.113557816E-2
8.967539951E1,1.359938145E0,-1.594950438E0,4.314374924E-2
8.968029602E1,1.413576603E0,-1.608242750E0,8.451223373E-2
8.968519248E1,1.398478031E0,-1.637235165E0,1.034846306E-1
8.969008894E1,1.230838776E0,-1.621957302E0,7.859325409E-2
8.969498540E1,8.531932831E-1,-1.523837566E0,2.915239334E-2
8.969990003E1,3.327379227E-1,-1.316283226E0,8.103847504E-3
